,ID,Autor,Data,Texto,Link,Rede,Tipo,Curtidas,Comentários,Compart.,Hora,Curtidas Normalizadas,Class
650,267949976607343_616554016498285,Lula,2022-07-11,Bom dia. #FalaLula,https://www.facebook.com/532424834911204/posts/616554016498285,facebook,photo,10000,2155,1567,09:27:10,0.0401124,Font
651,267949976607343_616554016498285,Lula,2022-07-11,Bom dia. #FalaLula,https://www.facebook.com/532424834911204/posts/616554016498285,facebook,photo,10000,2155,1567,09:27:10,0.0401124,Person
652,267949976607343_616554016498285,Lula,2022-07-11,Bom dia. #FalaLula,https://www.facebook.com/532424834911204/posts/616554016498285,facebook,photo,10000,2155,1567,09:27:10,0.0401124,Joy
1397,267949976607343_626121482208205,Lula,2022-07-22,Pernambuco é Lula! Baixe o pack de figurinhas do Lula em sua terra natal: https://lula.com.br/pernambuco-e-lula-baixe-o-pack-de-figurinhas-do-lula-em-sua-terra-natal/ #equipeLula,https://www.facebook.com/532424834911204/posts/626121482208205,facebook,photo,15499,1827,672,18:30:52,0.0657729,Moustache
1398,267949976607343_626121482208205,Lula,2022-07-22,Pernambuco é Lula! Baixe o pack de figurinhas do Lula em sua terra natal: https://lula.com.br/pernambuco-e-lula-baixe-o-pack-de-figurinhas-do-lula-em-sua-terra-natal/ #equipeLula,https://www.facebook.com/532424834911204/posts/626121482208205,facebook,photo,15499,1827,672,18:30:52,0.0657729,Wrinkle
1399,267949976607343_626121482208205,Lula,2022-07-22,Pernambuco é Lula! Baixe o pack de figurinhas do Lula em sua terra natal: https://lula.com.br/pernambuco-e-lula-baixe-o-pack-de-figurinhas-do-lula-em-sua-terra-natal/ #equipeLula,https://www.facebook.com/532424834911204/posts/626121482208205,facebook,photo,15499,1827,672,18:30:52,0.0657729,Facial hair
1400,267949976607343_626121482208205,Lula,2022-07-22,Pernambuco é Lula! Baixe o pack de figurinhas do Lula em sua terra natal: https://lula.com.br/pernambuco-e-lula-baixe-o-pack-de-figurinhas-do-lula-em-sua-terra-natal/ #equipeLula,https://www.facebook.com/532424834911204/posts/626121482208205,facebook,photo,15499,1827,672,18:30:52,0.0657729,Poster
1401,267949976607343_626121482208205,Lula,2022-07-22,Pernambuco é Lula! Baixe o pack de figurinhas do Lula em sua terra natal: https://lula.com.br/pernambuco-e-lula-baixe-o-pack-de-figurinhas-do-lula-em-sua-terra-natal/ #equipeLula,https://www.facebook.com/532424834911204/posts/626121482208205,facebook,photo,15499,1827,672,18:30:52,0.0657729,Costume hat
1402,267949976607343_626121482208205,Lula,2022-07-22,Pernambuco é Lula! Baixe o pack de figurinhas do Lula em sua terra natal: https://lula.com.br/pernambuco-e-lula-baixe-o-pack-de-figurinhas-do-lula-em-sua-terra-natal/ #equipeLula,https://www.facebook.com/532424834911204/posts/626121482208205,facebook,photo,15499,1827,672,18:30:52,0.0657729,Collar
1403,267949976607343_626121482208205,Lula,2022-07-22,Pernambuco é Lula! Baixe o pack de figurinhas do Lula em sua terra natal: https://lula.com.br/pernambuco-e-lula-baixe-o-pack-de-figurinhas-do-lula-em-sua-terra-natal/ #equipeLula,https://www.facebook.com/532424834911204/posts/626121482208205,facebook,photo,15499,1827,672,18:30:52,0.0657729,Hat
1404,267949976607343_626121482208205,Lula,2022-07-22,Pernambuco é Lula! Baixe o pack de figurinhas do Lula em sua terra natal: https://lula.com.br/pernambuco-e-lula-baixe-o-pack-de-figurinhas-do-lula-em-sua-terra-natal/ #equipeLula,https://www.facebook.com/532424834911204/posts/626121482208205,facebook,photo,15499,1827,672,18:30:52,0.0657729,Font
1405,267949976607343_626121482208205,Lula,2022-07-22,Pernambuco é Lula! Baixe o pack de figurinhas do Lula em sua terra natal: https://lula.com.br/pernambuco-e-lula-baixe-o-pack-de-figurinhas-do-lula-em-sua-terra-natal/ #equipeLula,https://www.facebook.com/532424834911204/posts/626121482208205,facebook,photo,15499,1827,672,18:30:52,0.0657729,Beard
1406,267949976607343_626121482208205,Lula,2022-07-22,Pernambuco é Lula! Baixe o pack de figurinhas do Lula em sua terra natal: https://lula.com.br/pernambuco-e-lula-baixe-o-pack-de-figurinhas-do-lula-em-sua-terra-natal/ #equipeLula,https://www.facebook.com/532424834911204/posts/626121482208205,facebook,photo,15499,1827,672,18:30:52,0.0657729,Chin
1470,267949976607343_627666955386991,Lula,2022-07-24,"Faltam 70 dias para o Brasil decidir entre o amor e o ódio, voltar a sonhar com um futuro de inclusão, dignidade e alegria, soltar o grito que está preso na garganta. #equipeLula",https://www.facebook.com/532424834911204/posts/627666955386991,facebook,video,10000,3146,2474,13:30:16,0.0401124,T-shirt
1471,267949976607343_627666955386991,Lula,2022-07-24,"Faltam 70 dias para o Brasil decidir entre o amor e o ódio, voltar a sonhar com um futuro de inclusão, dignidade e alegria, soltar o grito que está preso na garganta. #equipeLula",https://www.facebook.com/532424834911204/posts/627666955386991,facebook,video,10000,3146,2474,13:30:16,0.0401124,Poster
1472,267949976607343_627666955386991,Lula,2022-07-24,"Faltam 70 dias para o Brasil decidir entre o amor e o ódio, voltar a sonhar com um futuro de inclusão, dignidade e alegria, soltar o grito que está preso na garganta. #equipeLula",https://www.facebook.com/532424834911204/posts/627666955386991,facebook,video,10000,3146,2474,13:30:16,0.0401124,Sleeve
1473,267949976607343_627666955386991,Lula,2022-07-24,"Faltam 70 dias para o Brasil decidir entre o amor e o ódio, voltar a sonhar com um futuro de inclusão, dignidade e alegria, soltar o grito que está preso na garganta. #equipeLula",https://www.facebook.com/532424834911204/posts/627666955386991,facebook,video,10000,3146,2474,13:30:16,0.0401124,Font
1474,267949976607343_627666955386991,Lula,2022-07-24,"Faltam 70 dias para o Brasil decidir entre o amor e o ódio, voltar a sonhar com um futuro de inclusão, dignidade e alegria, soltar o grito que está preso na garganta. #equipeLula",https://www.facebook.com/532424834911204/posts/627666955386991,facebook,video,10000,3146,2474,13:30:16,0.0401124,Gesture
1475,267949976607343_627666955386991,Lula,2022-07-24,"Faltam 70 dias para o Brasil decidir entre o amor e o ódio, voltar a sonhar com um futuro de inclusão, dignidade e alegria, soltar o grito que está preso na garganta. #equipeLula",https://www.facebook.com/532424834911204/posts/627666955386991,facebook,video,10000,3146,2474,13:30:16,0.0401124,Product
1476,267949976607343_627666955386991,Lula,2022-07-24,"Faltam 70 dias para o Brasil decidir entre o amor e o ódio, voltar a sonhar com um futuro de inclusão, dignidade e alegria, soltar o grito que está preso na garganta. #equipeLula",https://www.facebook.com/532424834911204/posts/627666955386991,facebook,video,10000,3146,2474,13:30:16,0.0401124,Blurred
1947,267949976607343_634489948038025,Lula,2022-07-31,"Na próxima quarta, Lula visita o povo piauiense em Teresina. Registre sua presença no link: http://lula.com.br/piaui-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/634489948038025,facebook,photo,12172,1449,825,16:41:48,0.0502478,Hat
1948,267949976607343_634489948038025,Lula,2022-07-31,"Na próxima quarta, Lula visita o povo piauiense em Teresina. Registre sua presença no link: http://lula.com.br/piaui-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/634489948038025,facebook,photo,12172,1449,825,16:41:48,0.0502478,Font
1949,267949976607343_634489948038025,Lula,2022-07-31,"Na próxima quarta, Lula visita o povo piauiense em Teresina. Registre sua presença no link: http://lula.com.br/piaui-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/634489948038025,facebook,photo,12172,1449,825,16:41:48,0.0502478,Photo caption
1950,267949976607343_634489948038025,Lula,2022-07-31,"Na próxima quarta, Lula visita o povo piauiense em Teresina. Registre sua presença no link: http://lula.com.br/piaui-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/634489948038025,facebook,photo,12172,1449,825,16:41:48,0.0502478,Person
1951,267949976607343_634489948038025,Lula,2022-07-31,"Na próxima quarta, Lula visita o povo piauiense em Teresina. Registre sua presença no link: http://lula.com.br/piaui-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/634489948038025,facebook,photo,12172,1449,825,16:41:48,0.0502478,Adaptation
1952,267949976607343_634489948038025,Lula,2022-07-31,"Na próxima quarta, Lula visita o povo piauiense em Teresina. Registre sua presença no link: http://lula.com.br/piaui-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/634489948038025,facebook,photo,12172,1449,825,16:41:48,0.0502478,Community
1953,267949976607343_634489948038025,Lula,2022-07-31,"Na próxima quarta, Lula visita o povo piauiense em Teresina. Registre sua presença no link: http://lula.com.br/piaui-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/634489948038025,facebook,photo,12172,1449,825,16:41:48,0.0502478,Poster
1954,267949976607343_634489948038025,Lula,2022-07-31,"Na próxima quarta, Lula visita o povo piauiense em Teresina. Registre sua presença no link: http://lula.com.br/piaui-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/634489948038025,facebook,photo,12172,1449,825,16:41:48,0.0502478,Gesture
1955,267949976607343_634489948038025,Lula,2022-07-31,"Na próxima quarta, Lula visita o povo piauiense em Teresina. Registre sua presença no link: http://lula.com.br/piaui-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/634489948038025,facebook,photo,12172,1449,825,16:41:48,0.0502478,Watch
1956,267949976607343_634489948038025,Lula,2022-07-31,"Na próxima quarta, Lula visita o povo piauiense em Teresina. Registre sua presença no link: http://lula.com.br/piaui-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/634489948038025,facebook,photo,12172,1449,825,16:41:48,0.0502478,Muscle
1957,267949976607343_634489948038025,Lula,2022-07-31,"Na próxima quarta, Lula visita o povo piauiense em Teresina. Registre sua presença no link: http://lula.com.br/piaui-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/634489948038025,facebook,photo,12172,1449,825,16:41:48,0.0502478,Hand
1958,267949976607343_634489948038025,Lula,2022-07-31,"Na próxima quarta, Lula visita o povo piauiense em Teresina. Registre sua presença no link: http://lula.com.br/piaui-com-lula/ #equipeLula",https://www.facebook.com/532424834911204/posts/634489948038025,facebook,photo,12172,1449,825,16:41:48,0.0502478,Joy
2642,267949976607343_643641270456226,Lula,2022-08-11,"Cada manifesto representa um projeto bem diferente. De um lado, gente, democracia e esperança. Do outro, robôs, mentiras e morte.. #equipeLula",https://www.facebook.com/532424834911204/posts/643641270456226,facebook,photo,6777,1169,742,18:00:00,0.0250726,Art
2643,267949976607343_643641270456226,Lula,2022-08-11,"Cada manifesto representa um projeto bem diferente. De um lado, gente, democracia e esperança. Do outro, robôs, mentiras e morte.. #equipeLula",https://www.facebook.com/532424834911204/posts/643641270456226,facebook,photo,6777,1169,742,18:00:00,0.0250726,Adaptation
2644,267949976607343_643641270456226,Lula,2022-08-11,"Cada manifesto representa um projeto bem diferente. De um lado, gente, democracia e esperança. Do outro, robôs, mentiras e morte.. #equipeLula",https://www.facebook.com/532424834911204/posts/643641270456226,facebook,photo,6777,1169,742,18:00:00,0.0250726,Urban design
2645,267949976607343_643641270456226,Lula,2022-08-11,"Cada manifesto representa um projeto bem diferente. De um lado, gente, democracia e esperança. Do outro, robôs, mentiras e morte.. #equipeLula",https://www.facebook.com/532424834911204/posts/643641270456226,facebook,photo,6777,1169,742,18:00:00,0.0250726,Font
2646,267949976607343_643641270456226,Lula,2022-08-11,"Cada manifesto representa um projeto bem diferente. De um lado, gente, democracia e esperança. Do outro, robôs, mentiras e morte.. #equipeLula",https://www.facebook.com/532424834911204/posts/643641270456226,facebook,photo,6777,1169,742,18:00:00,0.0250726,World
2680,267949976607343_644328093720877,Lula,2022-08-12,"?? PROGRAMA JUNTOS PELO BRASIL

 4? Defesa da Amazônia, combate ao desmatamento, respeito às leis ambientais e proteção dos povos indígenas, com garantia de terras e direitos, aliado ao enfrentamento das mudanças climáticas.

?? Veja todas as diretrizes do programa Juntos Pelo Brasil: https://bit.ly/DiretrizesDoPrograma",https://www.facebook.com/532424834911204/posts/644328093720877,facebook,photo,5396,562,758,12:53:16,0.0186283,Wrinkle
2681,267949976607343_644328093720877,Lula,2022-08-12,"?? PROGRAMA JUNTOS PELO BRASIL

 4? Defesa da Amazônia, combate ao desmatamento, respeito às leis ambientais e proteção dos povos indígenas, com garantia de terras e direitos, aliado ao enfrentamento das mudanças climáticas.

?? Veja todas as diretrizes do programa Juntos Pelo Brasil: https://bit.ly/DiretrizesDoPrograma",https://www.facebook.com/532424834911204/posts/644328093720877,facebook,photo,5396,562,758,12:53:16,0.0186283,Moustache
2682,267949976607343_644328093720877,Lula,2022-08-12,"?? PROGRAMA JUNTOS PELO BRASIL

 4? Defesa da Amazônia, combate ao desmatamento, respeito às leis ambientais e proteção dos povos indígenas, com garantia de terras e direitos, aliado ao enfrentamento das mudanças climáticas.

?? Veja todas as diretrizes do programa Juntos Pelo Brasil: https://bit.ly/DiretrizesDoPrograma",https://www.facebook.com/532424834911204/posts/644328093720877,facebook,photo,5396,562,758,12:53:16,0.0186283,Happy
2683,267949976607343_644328093720877,Lula,2022-08-12,"?? PROGRAMA JUNTOS PELO BRASIL

 4? Defesa da Amazônia, combate ao desmatamento, respeito às leis ambientais e proteção dos povos indígenas, com garantia de terras e direitos, aliado ao enfrentamento das mudanças climáticas.

?? Veja todas as diretrizes do programa Juntos Pelo Brasil: https://bit.ly/DiretrizesDoPrograma",https://www.facebook.com/532424834911204/posts/644328093720877,facebook,photo,5396,562,758,12:53:16,0.0186283,Facial hair
2684,267949976607343_644328093720877,Lula,2022-08-12,"?? PROGRAMA JUNTOS PELO BRASIL

 4? Defesa da Amazônia, combate ao desmatamento, respeito às leis ambientais e proteção dos povos indígenas, com garantia de terras e direitos, aliado ao enfrentamento das mudanças climáticas.

?? Veja todas as diretrizes do programa Juntos Pelo Brasil: https://bit.ly/DiretrizesDoPrograma",https://www.facebook.com/532424834911204/posts/644328093720877,facebook,photo,5396,562,758,12:53:16,0.0186283,Font
2685,267949976607343_644328093720877,Lula,2022-08-12,"?? PROGRAMA JUNTOS PELO BRASIL

 4? Defesa da Amazônia, combate ao desmatamento, respeito às leis ambientais e proteção dos povos indígenas, com garantia de terras e direitos, aliado ao enfrentamento das mudanças climáticas.

?? Veja todas as diretrizes do programa Juntos Pelo Brasil: https://bit.ly/DiretrizesDoPrograma",https://www.facebook.com/532424834911204/posts/644328093720877,facebook,photo,5396,562,758,12:53:16,0.0186283,Beard
2686,267949976607343_644328093720877,Lula,2022-08-12,"?? PROGRAMA JUNTOS PELO BRASIL

 4? Defesa da Amazônia, combate ao desmatamento, respeito às leis ambientais e proteção dos povos indígenas, com garantia de terras e direitos, aliado ao enfrentamento das mudanças climáticas.

?? Veja todas as diretrizes do programa Juntos Pelo Brasil: https://bit.ly/DiretrizesDoPrograma",https://www.facebook.com/532424834911204/posts/644328093720877,facebook,photo,5396,562,758,12:53:16,0.0186283,Jaw
2687,267949976607343_644328093720877,Lula,2022-08-12,"?? PROGRAMA JUNTOS PELO BRASIL

 4? Defesa da Amazônia, combate ao desmatamento, respeito às leis ambientais e proteção dos povos indígenas, com garantia de terras e direitos, aliado ao enfrentamento das mudanças climáticas.

?? Veja todas as diretrizes do programa Juntos Pelo Brasil: https://bit.ly/DiretrizesDoPrograma",https://www.facebook.com/532424834911204/posts/644328093720877,facebook,photo,5396,562,758,12:53:16,0.0186283,Smile
2688,267949976607343_644328093720877,Lula,2022-08-12,"?? PROGRAMA JUNTOS PELO BRASIL

 4? Defesa da Amazônia, combate ao desmatamento, respeito às leis ambientais e proteção dos povos indígenas, com garantia de terras e direitos, aliado ao enfrentamento das mudanças climáticas.

?? Veja todas as diretrizes do programa Juntos Pelo Brasil: https://bit.ly/DiretrizesDoPrograma",https://www.facebook.com/532424834911204/posts/644328093720877,facebook,photo,5396,562,758,12:53:16,0.0186283,Hair
