,ID,Autor,Data,Texto,Link,Rede,Tipo,Curtidas,Comentários,Compart.,Hora,Curtidas Normalizadas,Class
1652,267949976607343_630533428433677,Lula,2022-07-27,"Se cuidem, se alimentem bem, façam ginástica. Porque vocês vão ter que estar com as canelas boas pra me acompanhar andando pelo Brasil.

?? Ricardo Stuckert",https://www.facebook.com/532424834911204/posts/630533428433677,facebook,photo,20672,2876,1037,20:12:36,0.0899122,Concert
1653,267949976607343_630533428433677,Lula,2022-07-27,"Se cuidem, se alimentem bem, façam ginástica. Porque vocês vão ter que estar com as canelas boas pra me acompanhar andando pelo Brasil.

?? Ricardo Stuckert",https://www.facebook.com/532424834911204/posts/630533428433677,facebook,photo,20672,2876,1037,20:12:36,0.0899122,Event
1654,267949976607343_630533428433677,Lula,2022-07-27,"Se cuidem, se alimentem bem, façam ginástica. Porque vocês vão ter que estar com as canelas boas pra me acompanhar andando pelo Brasil.

?? Ricardo Stuckert",https://www.facebook.com/532424834911204/posts/630533428433677,facebook,photo,20672,2876,1037,20:12:36,0.0899122,Performing arts
1655,267949976607343_630533428433677,Lula,2022-07-27,"Se cuidem, se alimentem bem, façam ginástica. Porque vocês vão ter que estar com as canelas boas pra me acompanhar andando pelo Brasil.

?? Ricardo Stuckert",https://www.facebook.com/532424834911204/posts/630533428433677,facebook,photo,20672,2876,1037,20:12:36,0.0899122,Leisure
1656,267949976607343_630533428433677,Lula,2022-07-27,"Se cuidem, se alimentem bem, façam ginástica. Porque vocês vão ter que estar com as canelas boas pra me acompanhar andando pelo Brasil.

?? Ricardo Stuckert",https://www.facebook.com/532424834911204/posts/630533428433677,facebook,photo,20672,2876,1037,20:12:36,0.0899122,Crowd
1657,267949976607343_630533428433677,Lula,2022-07-27,"Se cuidem, se alimentem bem, façam ginástica. Porque vocês vão ter que estar com as canelas boas pra me acompanhar andando pelo Brasil.

?? Ricardo Stuckert",https://www.facebook.com/532424834911204/posts/630533428433677,facebook,photo,20672,2876,1037,20:12:36,0.0899122,Fan
1658,267949976607343_630533428433677,Lula,2022-07-27,"Se cuidem, se alimentem bem, façam ginástica. Porque vocês vão ter que estar com as canelas boas pra me acompanhar andando pelo Brasil.

?? Ricardo Stuckert",https://www.facebook.com/532424834911204/posts/630533428433677,facebook,photo,20672,2876,1037,20:12:36,0.0899122,Jeans
1659,267949976607343_630533428433677,Lula,2022-07-27,"Se cuidem, se alimentem bem, façam ginástica. Porque vocês vão ter que estar com as canelas boas pra me acompanhar andando pelo Brasil.

?? Ricardo Stuckert",https://www.facebook.com/532424834911204/posts/630533428433677,facebook,photo,20672,2876,1037,20:12:36,0.0899122,Entertainment
1660,267949976607343_630533428433677,Lula,2022-07-27,"Se cuidem, se alimentem bem, façam ginástica. Porque vocês vão ter que estar com as canelas boas pra me acompanhar andando pelo Brasil.

?? Ricardo Stuckert",https://www.facebook.com/532424834911204/posts/630533428433677,facebook,photo,20672,2876,1037,20:12:36,0.0899122,Product
1661,267949976607343_630533428433677,Lula,2022-07-27,"Se cuidem, se alimentem bem, façam ginástica. Porque vocês vão ter que estar com as canelas boas pra me acompanhar andando pelo Brasil.

?? Ricardo Stuckert",https://www.facebook.com/532424834911204/posts/630533428433677,facebook,photo,20672,2876,1037,20:12:36,0.0899122,World
1662,267949976607343_630533428433677,Lula,2022-07-27,"Se cuidem, se alimentem bem, façam ginástica. Porque vocês vão ter que estar com as canelas boas pra me acompanhar andando pelo Brasil.

?? Ricardo Stuckert",https://www.facebook.com/532424834911204/posts/630533428433677,facebook,photo,20672,2876,1037,20:12:36,0.0899122,Blurred
